Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
tau,/home/rstudio/packages,0.0-20,NA,R (>= 2.10),NA,NA,tm,NA,GPL-2,NA,NA,NA,NA,yes,3.4.2
tcltk,/usr/lib/R/library,3.4.2,base,NA,utils,NA,NA,NA,Part of R 3.4.2,NA,NA,NA,NA,yes,3.4.2
tensor,/home/rstudio/packages,1.5,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,NA,3.4.1
tensorflow,/home/rstudio/packages,1.4,NA,R (>= 3.1),"config, jsonlite, processx, reticulate (>= 1.2), tfruns (>=
0.9.1), utils, yaml",NA,testthat,NA,Apache License 2.0,NA,NA,NA,NA,no,3.4.2
testit,/home/rstudio/packages,0.7,NA,NA,NA,NA,rstudioapi,NA,GPL,NA,NA,NA,NA,no,3.4.1
testthat,/home/rstudio/packages,1.0.2,NA,R (>= 3.1.0),"digest, crayon, praise, magrittr, R6, methods",NA,"devtools, withr, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.0
tfruns,/home/rstudio/packages,0.9.1,NA,NA,"utils, jsonlite, yaml, config, magrittr, tibble",NA,testthat,NA,Apache License 2.0,NA,NA,NA,NA,no,3.4.1
threejs,/home/rstudio/packages,0.3.1,NA,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",NA,maps,"knitr, shiny",MIT + file LICENSE,NA,NA,NA,NA,no,3.4.1
tibble,/home/rstudio/packages,1.3.4,NA,R (>= 3.1.0),"methods, rlang, Rcpp (>= 0.12.3), utils",Rcpp,"covr, dplyr, knitr (>= 1.5.32), microbenchmark, nycflights13,
testthat, rmarkdown, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.1
tidygraph,/home/rstudio/packages,1.0.0,NA,NA,"tibble, dplyr (>= 0.7), igraph, magrittr, utils, rlang, R6,
Rcpp, tools, stats, tidyr",Rcpp,"network, data.tree, ape, graph, methods, testthat, covr",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.1
tidyjson,/home/rstudio/packages,0.2.2,NA,R (>= 3.1.0),"assertthat, jsonlite, dplyr",NA,"knitr, testthat, ggplot2, magrittr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.1
tidyquant,/home/rstudio/packages,0.5.3,NA,"R (>= 3.3.0), lubridate (>= 1.6.0), PerformanceAnalytics (>=
1.4.3541), quantmod (>= 0.4-9), tidyverse (>= 1.1.0)","broom (>= 0.4.2), curl (>= 2.3), devtools (>= 1.12.0), dplyr
(>= 0.7.2), ggplot2 (>= 2.2.1), httr (>= 1.2.1), lazyeval (>=
0.2.0), magrittr (>= 1.5), purrr (>= 0.2.3), Quandl (>= 2.8.0),
readr (>= 1.0.0), rvest (>= 0.3.2), scales (>= 0.4.1), stats
(>= 3.3.0), stringr (>= 1.1.0), tibble (>= 1.2), tidyr (>=
0.6.1), timetk (>= 0.1.0), timeSeries (>= 3022.101.2), tseries
(>= 0.10-37), TTR (>= 0.23-1), XLConnect (>= 0.2-13), xml2 (>=
1.1.0), xts (>= 0.9-7), zoo (>= 1.7-14)",NA,"knitr, rmarkdown, testthat, forcats",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.1
tidyr,/home/rstudio/packages,0.7.1,NA,R (>= 3.1.0),"dplyr (>= 0.7.0), glue, magrittr, purrr, rlang, Rcpp, stringi,
tibble, tidyselect",Rcpp,"knitr, testthat, covr, gapminder, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.1
tidyselect,/home/rstudio/packages,0.2.0,NA,R (>= 3.1.0),"glue, purrr, rlang (>= 0.1), Rcpp (>= 0.12.0)","Rcpp (>= 0.12.0),",testthat,NA,GPL-3,NA,NA,NA,NA,yes,3.4.1
tidytext,/home/rstudio/packages,0.1.4,NA,R (>= 2.10),"rlang, dplyr, stringr, hunspell, broom, Matrix, tokenizers,
janeaustenr, purrr (>= 0.1.1), methods",NA,"readr, tidyr, XML, tm, quanteda, wordcloud, knitr, rmarkdown,
ggplot2, reshape2, topicmodels, NLP, scales, gutenbergr,
testthat, mallet, stm",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.2
tidyverse,/home/rstudio/packages,1.1.1,NA,NA,"broom, dplyr, forcats, ggplot2, haven, httr, hms, jsonlite,
lubridate, magrittr, modelr, purrr, readr, readxl, stringr,
tibble, rvest, tidyr, xml2",NA,"knitr, rmarkdown",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.4.0
tikzDevice,/home/rstudio/packages,0.10-1,NA,R (>= 2.14.0),"filehash (>= 2.3), png",NA,"testthat (>= 0.8.1), evaluate, stringr, ggplot2, maps, knitr,
crayon",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.1
timeDate,/home/rstudio/packages,3012.100,NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.0
timeSeries,/home/rstudio/packages,3022.101.2,NA,"R (>= 2.10), graphics, grDevices, stats, methods, utils,
timeDate (>= 2150.95)",NA,NA,"RUnit, robustbase, xts, PerformanceAnalytics, fTrading",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.1
timetk,/home/rstudio/packages,0.1.0,NA,R (>= 3.3.0),"devtools (>= 1.12.0), dplyr (>= 0.7.0), forecast (>= 0.8.0),
lazyeval (>= 0.2.0), lubridate (>= 1.6.0), padr (>= 0.3.0),
purrr (>= 0.2.2), readr (>= 1.0.0), stringi (>= 1.1.5), tibble
(>= 1.2), tidyr (>= 0.6.1), xts (>= 0.9-7), zoo (>= 1.7-14)",NA,"broom, forcats, knitr, rmarkdown, robets, scales, stringr,
testthat, tidyverse, tidyquant",NA,GPL (>= 3),NA,NA,NA,NA,no,3.4.1
tis,/home/rstudio/packages,1.32,NA,R (>= 2.3),NA,NA,"reshape, scales","zoo, ggplot2, graphics",Unlimited,NA,NA,NA,NA,yes,3.4.1
tm,/home/rstudio/packages,0.7-1,NA,"R (>= 3.2.0), NLP (>= 0.1-6.2)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics","BH, Rcpp","filehash, methods, Rcampdf, Rgraphviz, Rpoppler, SnowballC,
tm.lexicon.GeneralInquirer, XML",NA,GPL-3,NA,NA,NA,NA,yes,3.4.0
tokenizers,/home/rstudio/packages,0.1.4,NA,R (>= 3.1.3),"stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)",Rcpp,"testthat, covr, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.0
tools,/usr/lib/R/library,3.4.2,base,NA,NA,NA,"codetools, methods, xml2, curl",NA,Part of R 3.4.2,NA,NA,NA,NA,yes,3.4.2
triebeard,/home/rstudio/packages,0.3.0,NA,NA,Rcpp,Rcpp,"knitr, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.0
tseries,/home/rstudio/packages,0.10-42,NA,R (>= 2.10.0),"graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4.9)",NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.4.0
tufte,/home/rstudio/packages,0.2,NA,NA,"htmltools, knitr (>= 1.12), rmarkdown",NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.4.1
twitteR,/home/rstudio/packages,1.1.9,NA,R (>= 2.12.0),"methods, bit64, rjson, DBI (>= 0.3.1), httr (>= 1.0.0)",NA,"RSQLite, RMySQL",NA,Artistic-2.0,NA,NA,NA,NA,no,3.4.1
urltools,/home/rstudio/packages,1.6.0,NA,R (>= 2.10),"Rcpp, methods, triebeard",Rcpp,"testthat, knitr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.0
utils,/usr/lib/R/library,3.4.2,base,NA,NA,NA,"methods, XML",NA,Part of R 3.4.2,NA,NA,NA,NA,yes,3.4.2
viridis,/home/rstudio/packages,0.4.0,NA,"R (>= 2.10), viridisLite (>= 0.2.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, rasterVis, httr, mapproj, vdiffr, svglite (>=
1.2.0), testthat, covr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.1
viridisLite,/home/rstudio/packages,0.2.0,NA,R (>= 2.10),NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.1
vtreat,/home/rstudio/packages,0.6.0,NA,NA,NA,NA,"testthat, knitr, parallel, rmarkdown, data.table, dplyr,
ggplot2, RSQLite, datasets, stats",NA,GPL-3,NA,NA,NA,NA,no,3.4.1
waffle,/home/rstudio/packages,0.7.0,NA,"R (>= 3.2.0), ggplot2 (>= 2.0.0)","RColorBrewer, grid, gridExtra, gtable, extrafont",NA,testthat,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.1
webshot,/home/rstudio/packages,0.4.2,NA,R (>= 3.0),"magrittr, jsonlite",NA,"httpuv, knitr, rmarkdown, shiny",NA,GPL-2,NA,NA,NA,NA,no,3.4.2
whisker,/home/rstudio/packages,0.3-2,NA,NA,NA,NA,markdown,NA,GPL-3,NA,NA,NA,NA,no,3.4.0
withr,/home/rstudio/packages,2.0.0,NA,R (>= 3.0.2),"stats, graphics",NA,testthat,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.1
wrapr,/home/rstudio/packages,0.4.2,NA,NA,NA,NA,"testthat, knitr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.4.1
xgboost,/home/rstudio/packages,0.6-4,NA,R (>= 3.3.0),"Matrix (>= 1.1-0), methods, data.table (>= 1.9.6), magrittr
(>= 1.5), stringi (>= 0.5.2)",NA,"knitr, rmarkdown, ggplot2 (>= 1.0.1), DiagrammeR (>= 0.9.0),
Ckmeans.1d.dp (>= 3.3.1), vcd (>= 1.3), testthat, igraph (>=
1.0.1)",NA,Apache License (== 2.0) | file LICENSE,NA,NA,NA,NA,yes,3.4.1
xlsx,/home/rstudio/packages,0.5.7,NA,"rJava, xlsxjars",NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.4.1
xlsxjars,/home/rstudio/packages,0.6.1,NA,rJava,NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.4.1
xml2,/home/rstudio/packages,1.1.1,NA,R (>= 3.1.0),Rcpp,"Rcpp (>= 0.11.4.6), BH","testthat, curl, covr, knitr, rmarkdown, magrittr, httr",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.0
xtable,/usr/local/lib/R/site-library,1.8-2,NA,R (>= 2.10.0),"stats, utils",NA,"knitr, lsmeans, spdep, splm, sphet, plm, zoo, survival",NA,GPL (>= 2),NA,NA,NA,NA,no,3.3.0
xts,/home/rstudio/packages,0.10-0,NA,zoo (>= 1.7-12),methods,zoo,"timeSeries, timeDate, tseries, chron, fts, tis, RUnit",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.1
yaml,/usr/local/lib/R/site-library,2.1.13,NA,NA,NA,NA,testthat,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.3.0
zoo,/home/rstudio/packages,1.8-0,NA,"R (>= 2.10.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"coda, chron, DAAG, fts, ggplot2, mondate, scales,
strucchange, timeDate, timeSeries, tis, tseries, xts",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.0
